"","Pclass","Sex","Age","SibSp","Parch","Fare","Survived"
"454","1","male",0.551628643017275,1,"0",0.101497240446182,1
"455","3","male",0.373752703786614,0,"0",0.0141104586660296,0
"456","3","male",0.274693393116181,0,"0",0.0157125535690724,1
"457","3","female",0.235131214558882,2,"0",0.0351336601544476,0
"458","3","female",0.182381643149149,1,"0",0.0219423370754585,1
"459","3","female",0.525253857312409,1,"0",0.0184939683312995,1
"460","2","female",0.353817750230779,1,"0",0.0409892701801888,0
"461","3","male",0.365420768821739,0,"0",0.0154115752137493,1
"462","2","female",0.0373203217723856,1,"2",0.081157193460767,0
"463","3","female",0.248318607411315,0,"0",0.0153791741716068,0
"464","3","male",0.366382785742053,0,"0",0.0157125535690724,0
"465","3","male",0.400491562695451,1,"0",0.0302539851329965,0
"466","3","female",0.328805444965405,0,"0",0.0151269925664983,0
"467","3","male",0.308314531082981,2,"0",0.0423149802900167,0
"468","3","female",0.235131214558882,1,"0",0.0347432861527315,0
"469","3","male",0.0900698931821179,4,"1",0.0774648409655354,0
"470","3","male",0.274693393116181,0,"0",0.0152245860669273,1
"471","1","female",0.643940392984307,1,"0",0.149765424262369,0
"472","2","female",0.380192535935646,1,"0",0.0507486202230909,0
"473","1","male",0.854938678623236,0,"1",0.120975341635808,1
"474","1","male",0.571575800916567,0,"0",0.0692913853046049,1
"475","2","female",0.274693393116181,0,"0",0.0204946350900944,0
"476","3","male",0.373598839509429,0,"0",0.0141104586660296,0
"477","2","female",0.0636951074772518,1,"2",0.0541643927381067,0
"478","3","male",0.14281946459185,5,"2",0.0915427034024217,0
"479","3","male",0.287880785968614,0,"0",0.0141104586660296,0
"480","1","female",0.498879071607543,0,"0",0.156149600686434,1
"481","1","male",0.591190821574575,1,"0",0.162932348966251,0
"482","3","male",0.0505077146248187,3,"2",0.0544571732393937,0
"483","1","male",0.557636566255113,0,"0",0.0541073981338561,0
"484","3","male",0.18312793014516,1,"1",0.0297578197768154,1
"485","2","female",0.380192535935646,0,"0",0.0204946350900944,1
"486","3","male",0.248318607411315,0,"0",0.0159239410910016,0
"487","3","female",0.221943821706449,4,"2",0.0154685698179998,1
"488","3","male",0.340630357378346,2,"0",0.0169080739493279,0
"489","2","male",0.419754714492945,0,"0",0.0204946350900944,0
"490","3","female",0.208756428854016,5,"2",0.0915427034024217,1
"491","2","male",0.274693393116181,0,"0",0.143462445630661,0
"492","3","male",0.340630357378346,1,"0",0.0282127194780231,0
"493","3","male",0.419754714492945,0,"0",0.110272457630758,0
"494","3","male",0.327442964525913,0,"0",0.0149318055656402,0
"495","3","male",0.365420768821739,0,"0",0.0154115752137493,0
"496","3","male",0.366382785742053,0,"0",0.0157125535690724,0
"497","2","male",0.00870367928260583,0,"2",0.0566042302488322,1
"498","3","female",0.393379928788079,0,"0",0.0243495783570407,0
"499","3","male",0.287880785968614,0,"0",0.0175668300772238,0
"500","3","male",0.380192535935646,0,"0",0.018542765081514,0
"501","3","female",0.321084724373437,0,"0",0.01520018769182,0
"502","1","male",0.367005143083212,0,"0",0.0919330774041378,0
"503","2","female",0.221943821706449,0,"0",0.0204946350900944,0
"504","3","female",0.432942107345378,3,"0",0.0309371396359997,0
"505","3","male",0.208756428854016,1,"3",0.067095531544952,1
"506","3","male",0.366382785742053,0,"0",0.0157125535690724,0
"507","1","female",0.301068178821047,3,"2",0.513341812256651,1
"508","3","male",0.31425557167348,0,"0",0.0157125535690724,1
"509","3","male",0.380192535935646,0,"0",0.0157125535690724,0
"510","3","male",0.261506000263748,0,"0",0.0153303774213923,1
"511","1","male",0.604378214427008,1,"0",0.119405647774907,1
"512","3","male",0.340630357378346,1,"2",0.0401597254265421,0
"513","3","male",0.775814321508638,0,"0",0.014151057562208,1
"514","3","male",0.366382785742053,0,"0",0.0157125535690724,1
"515","1","male",0.934063035737835,0,"0",0.0676404936513476,0
"516","1","male",0.301068178821047,0,"1",0.123667165564641,0
"517","2","female",0.446129500197811,0,"1",0.0448930101973497,1
"518","2","male",0.446129500197811,1,"0",0.0507486202230909,0
"519","3","female",0.367005143083212,0,"0",0.0154115752137493,1
"520","3","male",0.365420768821739,0,"0",0.0154115752137493,0
"521","1","male",0.274693393116181,0,"1",0.150855153288159,1
"522","3","male",0.432942107345378,0,"0",0.0168918734282567,0
"523","3","male",0.48569167875511,2,"0",0.0154685698179998,0
"524","3","male",0.367005143083212,0,"0",0.0154115752137493,1
"525","3","female",0.274693393116181,0,"0",0.0149318055656402,0
"526","3","male",0.368832021622783,0,"0",0.0151757893167128,0
"527","3","male",0.498879071607543,0,"0",0.0154115752137493,1
"528","3","female",0.377811305177083,1,"0",0.0471376607072172,0
"529","1","male",0.617565607279441,0,"0",0.101497240446182,0
"530","3","female",0.188975339575366,1,"0",0.0282127194780231,0
"531","3","male",0.287880785968614,0,"0",0.0157125535690724,1
"532","3","female",0.261506000263748,1,"0",0.0191771228343026,0
"533","3","female",0.221943821706449,0,"0",0.0282207221450583,0
"534","3","male",0.274693393116181,0,"0",0.0154685698179998,1
"535","3","male",0.927469339311618,0,"0",0.0151269925664983,0
"536","2","male",0.380192535935646,1,"0",0.0409892701801888,1
"537","1","male",0.31425557167348,0,"1",0.483128426019833,0
"538","3","female",0.0241329289199525,4,"2",0.0610447345183526,1
"539","2","male",0.274693393116181,2,"0",0.143462445630661,0
"540","3","male",0.366382785742053,0,"0",0.0157125535690724,1
"541","2","male",0.426348410919161,1,"0",0.0586942926540201,1
"542","2","female",0.426348410919161,0,"0",0.0253743101115455,0
"543","1","male",0.709877357246472,0,"1",0.150855153288159,0
"544","3","male",0.156006857444283,1,"0",0.0219423370754585,1
"545","3","male",0.393857669040554,0,"0",0.0151269925664983,0
"546","3","male",0.31425557167348,0,"0",0.0139396700402788,0
"547","3","female",0.323590125819746,1,"1",0.0436404952128436,1
"548","3","male",0.591190821574575,0,"0",0.0136142933098484,1
"549","3","male",0.432942107345378,0,"0",0.0154115752137493,0
"550","3","male",0.261506000263748,0,"0",0.013760683560492,1
"551","3","female",0.617565607279441,1,"0",0.0283021151244161,1
"552","2","female",0.380192535935646,1,"0",0.0507486202230909,0
"553","2","male",0.327442964525913,0,"0",0.0253743101115455,0
"554","2","male",0.301068178821047,0,"0",0.0293674457750993,1
"555","1","female",0.248318607411315,0,"2",0.0513015849965218,1
"556","1","male",0.48569167875511,1,"0",0.10364429745562,0
"557","3","male",0.208756428854016,0,"0",0.0179898003080832,1
"558","1","male",0.31425557167348,0,"0",0.154588104679569,0
"559","3","female",0.306052139719429,0,"2",0.0297578197768154,1
"560","3","female",0.287880785968614,0,"0",0.0151269925664983,1
"561","3","female",0.31425557167348,1,"0",0.0309371396359997,0
"562","3","male",0.248318607411315,0,"0",0.0131751225579178,0
"563","2","male",0.235131214558882,0,"0",0.0224465050986748,0
"564","2","male",0.248318607411315,1,"1",0.0717312228153305,0
"565","3","male",0.353817750230779,0,"0",0.0152163882128912,0
"566","3","female",0.116444678886984,2,"2",0.067095531544952,0
"567","2","male",0.479097982328894,0,"2",0.0507486202230909,0
"568","2","male",0.551628643017275,0,"0",0.0253743101115455,0
"569","2","male",0.670315178689173,0,"0",0.0244471718574698,0
"570","1","female",0.287880785968614,1,"0",0.129994542571456,1
"571","3","male",0.729658446525122,0,"0",0.0157125535690724,1
"572","3","male",0.531847553738626,0,"2",0.0283021151244161,1
"573","3","male",0.37742345435051,0,"0",0.0142730494377443,1
"574","1","male",0.670315178689173,0,"1",0.119804219630659,1
"575","3","female",0.208756428854016,0,"0",0.015094396337355,0
"576","3","male",0.393379928788079,0,"0",0.0157125535690724,0
"577","3","male",0.35686030984412,0,"0",0.0169080739493279,1
"578","3","male",0.259412280410668,8,"2",0.135752559096768,1
"579","3","male",0.578003428722142,0,"1",0.0314251071381448,0
"580","2","female",0.525253857312409,0,"0",0.0307419526351416,1
"581","3","male",0.340630357378346,0,"0",0.0151757893167128,1
"582","3","male",0.221943821706449,0,"0",0.0169080739493279,1
"583","3","male",0.0109455360675195,4,"1",0.0774648409655354,0
"584","3","male",0.116444678886984,0,"2",0.0400621319261131,0
"585","1","female",0.417472816692461,0,"1",0.107352850471923,0
"586","3","female",0.591190821574575,1,"4",0.0544571732393937,1
"587","1","male",0.564617591503923,0,"0",0.0506022299724474,0
"588","3","male",0.367005143083212,0,"0",0.110272457630758,1
"589","1","male",0.802189107213504,0,"0",0.0653876452874441,0
"590","3","male",0.0505077146248187,4,"1",0.0568482139999047,0
"591","3","female",0.0109455360675195,1,"1",0.0217307543665284,0
"592","3","male",0.274693393116181,0,"0",0.0154685698179998,1
"593","1","male",0.736252142951339,0,"0",0.0599142114093829,0
"594","3","male",0.235131214558882,1,"1",0.0153303774213923,0
"595","3","male",0.176006849959209,3,"1",0.049707687947515,0
"596","1","female",0.65712778583674,0,"0",0.0560430676213653,0
"597","2","male",0.393379928788079,0,"0",0.0253743101115455,1
"598","3","male",0.472504285902677,0,"0",0,0
"599","3","female",0.259043511824234,8,"2",0.135752559096768,0
"600","2","male",0.446602099887842,0,"0",0.0293756436291353,1
"601","3","male",0.116444678886984,4,"2",0.0612643198943179,1
"602","2","male",0.0109455360675195,2,"1",0.0761229303346364,0
"603","3","female",0.0505077146248187,0,"2",0.0429899369389838,0
"604","1","male",0.594624813757717,0,"0",0.097593500429021,0
"605","3","female",0.353837692722163,1,"0",0.0302539851329965,1
"606","1","male",0.591190821574575,0,"0",0.0518221487278102,0
"607","3","male",0.525253857312409,1,"1",0.0302539851329965,0
"608","3","male",0.472504285902677,0,"0",0.0154115752137493,1
"609","2","female",0.419754714492945,0,"0",0.0253743101115455,1
"610","2","male",0.248318607411315,0,"0",0.0253743101115455,1
"611","3","female",0.248318607411315,1,"0",0.0153303774213923,0
"612","2","male",0.0373203217723856,1,"1",0.0507486202230909,0
"613","1","female",0.578003428722142,0,"0",0.0541073981338561,1
"614","1","female",0.762626928656205,0,"0",0.28598955515321,0
"615","3","male",0.393857669040554,0,"0",0.0151269925664983,0
"616","3","male",0.551628643017275,0,"1",0.0164039059261116,1
"617","3","female",0.328805444965405,0,"0",0.0151269925664983,0
"618","2","female",0.31425557167348,0,"0",0.0253743101115455,0
"619","3","male",0.367005143083212,0,"0",0.018542765081514,1
"620","3","male",0.259412280410668,8,"2",0.135752559096768,0
"621","3","male",0.446129500197811,0,"0",0.0126789572017367,0
"622","3","male",0.597784518000791,0,"0",0.0141022608119935,1
"623","3","male",0.235131214558882,0,"0",0.0157125535690724,1
"624","3","female",0.0241329289199525,0,"1",0.0204214399647727,0
"625","3","male",0.419754714492945,1,"0",0.0309371396359997,0
"626","3","male",0.340630357378346,0,"0",0.0366707577862047,0
"627","3","female",0.208756428854016,0,"0",0.0151269925664983,0
"628","1","male",0.525253857312409,0,"0",0.060507970265993,1
"629","3","male",0.31425557167348,0,"0",0.013760683560492,0
"630","2","female",0.459316893050244,0,"0",0.0409892701801888,0
"631","3","male",0.287880785968614,0,"0",0.014151057562208,1
"632","2","male",0.393379928788079,0,"0",0.0253743101115455,0
"633","3","male",0.350125199986361,1,"0",0.0151269925664983,1
"634","1","female",0.406567321640512,1,"0",0.221098075221947,0
"635","3","female",0.353817750230779,0,"0",0.0154685698179998,0
"636","2","male",0.551628643017275,1,"0",0.0527004902316714,1
"637","1","female",0.419754714492945,0,"0",0.148911481133615,0
"638","2","male",0.393379928788079,0,"0",0.0204946350900944,0
"639","3","male",0.208756428854016,0,"0",0.0157125535690724,0
"640","2","male",0.353817750230779,0,"0",0.0253743101115455,0
"641","3","male",0.670315178689173,0,"0",0.0157125535690724,0
"642","3","male",0.365420768821739,0,"0",0.0154115752137493,1
"643","1","male",0.498879071607543,1,"0",0.175668300772238,0
"644","3","male",0.287880785968614,0,"0",0.0182499845802269,1
"645","2","male",0.248318607411315,0,"0",0.0204946350900944,1
"646","3","male",0.268099696689964,0,"0",0.014151057562208,1
"647","2","male",0.235131214558882,0,"0",0.0253743101115455,0
"648","3","female",0.150842120504178,3,"1",0.049707687947515,1
"649","1","female",0.459316893050244,1,"0",0.162932348966251,0
"650","3","male",0.380192535935646,0,"0",0.0151757893167128,1
"651","2","male",0.775814321508638,0,"0",0.0263502451158357,0
"652","3","female",0.0636951074772518,4,"2",0.0612643198943179,1
"653","2","male",0.31425557167348,0,"0",0.0204946350900944,0
"654","3","female",0.314224026010642,0,"0",0.0147366185647822,1
"655","2","male",0.578003428722142,1,"0",0.0507486202230909,0
"656","2","female",0.103257286034551,0,"2",0.051236587725236,0
"657","2","male",0.248318607411315,0,"0",0.0204946350900944,0
"658","2","male",0.432942107345378,0,"0",0.0239592043553247,0
"659","3","female",0.319339629195149,1,"0",0.0282127194780231,0
"660","3","female",0.353837692722163,1,"0",0.0302539851329965,0
"661","2","male",0.380192535935646,0,"0",0.0204946350900944,1
"662","3","male",0.287880785968614,0,"0",0.0139070738111355,0
"663","3","male",0.393379928788079,0,"0",0.0141022608119935,0
"664","1","male",0.578003428722142,2,"0",0.175668300772238,0
"665","3","female",0.327442964525913,0,"0",0.0151757893167128,1
"666","2","female",0.31425557167348,0,"2",0.0283021151244161,0
"667","1","male",0.48569167875511,1,"1",0.102578966804937,0
"668","2","male",0.709877357246472,1,"0",0.0507486202230909,0
"669","3","male",0.377865297619986,0,"0",0.014151057562208,0
"670","3","female",0.380192535935646,1,"1",0.0204214399647727,1
"671","1","male",0.815376500065937,0,"0",0.0518221487278102,1
"672","3","male",0.393379928788079,1,"0",0.0314251071381448,0
"673","3","female",0.538441250164842,0,"2",0.0394521725484317,0
"674","3","female",0.380192535935646,0,"2",0.0297578197768154,1
"675","1","female",0.466693859550947,0,"0",0.154588104679569,0
"676","1","female",0.393379928788079,0,"0",0.168836755742206,0
"677","1","female",0.459316893050244,0,"0",1,0
"678","2","female",0.65712778583674,0,"1",0.0507486202230909,1
"679","3","male",0.393857669040554,0,"0",0.0151269925664983,0
"680","3","male",0.0373203217723856,4,"2",0.0612643198943179,1
"681","1","male",0.683502571541606,1,"1",0.155466446183431,0
"682","1","male",0.525253857312409,0,"0",0,1
"683","3","female",0.328805444965405,0,"0",0.0151269925664983,0
"684","2","male",0.472504285902677,0,"0",0.0204946350900944,0
"685","3","male",0.208756428854016,4,"1",0.0774648409655354,0
"686","3","male",0.327442964525913,1,"0",0.0151757893167128,0
"687","1","female",0.762626928656205,0,"1",0.299538851191773,0
"688","1","female",0.459316893050244,0,"0",0.264738570434791,0
"689","1","male",0.565905430398239,0,"0",0.060507970265993,0
"690","3","male",0.327442964525913,0,"0",0,1
"691","2","female",0.538441250164842,0,"1",0.0380614651673182,1
"692","1","male",0.48569167875511,0,"1",0.0579705392548385,1
"693","3","female",0.328805444965405,0,"0",0.0151269925664983,1
"694","1","female",0.82856389291837,1,"0",0.152164467689915,0
"695","3","female",0.591190821574575,0,"0",0.0151269925664983,0
"696","2","male",0.510186030670151,0,"0",0,0
"697","3","male",0.0900698931821179,4,"1",0.0568482139999047,0
"698","3","female",0.459316893050244,1,"1",0.0395253676737535,1
"699","3","male",0.854938678623236,0,"0",0.0151269925664983,0
"700","3","male",0.367005143083212,0,"0",0.0153303774213923,0
"701","3","male",0.208756428854016,0,"0",0.018542765081514,1
"702","3","male",0.248318607411315,0,"0",0.0157125535690724,1
"703","1","male",0.562507608647534,0,"0",0.0507486202230909,0
"704","3","male",0.432942107345378,0,"0",0.0169080739493279,0
"705","3","male",0.393379928788079,0,"0",0.018542765081514,0
"706","3","male",0.287880785968614,0,"0",0.0154115752137493,0
"707","2","male",0.551628643017275,0,"0",0.0253743101115455,1
"708","3","female",0.287880785968614,0,"0",0.0151269925664983,1
"709","1","female",0.340630357378346,0,"0",0.153904950176566,1
"710","1","female",0.248318607411315,1,"0",0.177774758885498,1
"711","2","male",0.472504285902677,0,"0",0.0251303263604729,1
"712","3","female",0.31425557167348,0,"0",0.0172740495759367,0
"713","3","male",0.31425557167348,0,"0",0.0154115752137493,1
"714","1","male",0.557636566255113,0,"0",0.0541073981338561,0
"715","3","male",0.307661875247264,0,"0",0.0141104586660296,0
"716","1","female",0.0241329289199525,1,"2",0.295805899800363,0
"717","1","male",0.564083336322046,0,"0",0.0595320352617028,1
"718","1","female",0.65712778583674,0,"1",0.483128426019833,1
"719","3","female",0.328805444965405,0,"0",0.0151269925664983,0
"720","3","male",0.312143362536805,2,"0",0.0453809776994948,0
"721","3","male",0.248318607411315,0,"0",0,1
"722","2","female",0.411696849416772,0,"0",0.0241055946059682,0
"723","3","male",0.366382785742053,0,"0",0.0157125535690724,0
"724","1","male",0.00989054463932481,1,"2",0.295805899800363,0
"725","1","female",0.464565665969189,0,"0",0.216429787722425,1
"726","1","female",0.221943821706449,1,"0",0.212558643934408,0
"727","2","male",0.393379928788079,1,"0",0.0468448802059301,1
"728","1","female",0.393379928788079,0,"0",0.111118398092476,1
"729","1","female",0.31425557167348,0,"0",0.162314191734533,0
"730","1","female",0.235131214558882,2,"2",0.512121893501288,0
"731","2","female",0.340630357378346,1,"1",0.0507486202230909,1
"732","3","male",0.367005143083212,0,"0",0.0154115752137493,0
"733","2","male",0.564816035869709,1,"1",0.051236587725236,0
"734","3","female",0.340630357378346,0,"0",0.0153303774213923,0
"735","2","female",0.31425557167348,1,"0",0.0507486202230909,0
"736","2","male",0.709877357246472,0,"0",0.0273261801201259,0
"737","1","female",0.406567321640512,0,"2",0.321798367143626,0
"738","1","female",0.525253857312409,1,"1",0.262526516154067,1
"739","3","male",0.287880785968614,0,"0",0.014151057562208,0
"740","3","male",0.353817750230779,0,"0",0.0154115752137493,0
"741","2","female",0.393379928788079,0,"0",0.0241055946059682,1
"742","2","female",0.287880785968614,1,"1",0.0566042302488322,0
"743","3","male",0.259412280410668,8,"2",0.135752559096768,1
"744","1","female",0.472504285902677,0,"0",0.264738570434791,0
"745","3","male",0.802189107213504,0,"0",0.0121747891785204,1
"746","2","female",0.472504285902677,0,"0",0.0253743101115455,0
"747","3","female",0.406567321640512,1,"1",0.0400621319261131,0
"748","1","female",0.208756428854016,0,"1",0.113167861601486,1
"749","3","female",0.302218401692761,2,"0",0.0453809776994948,0
"750","1","male",0.597784518000791,0,"0",0.055628295244542,0
"751","1","male",0.498879071607543,0,"1",0.299538851191773,1
"752","3","male",0.208756428854016,2,"0",0.0351336601544476,1
"753","1","female",0.429509342197792,1,"0",0.260867426646773,0
"754","3","male",0.365420768821739,0,"0",0.0154115752137493,0
"755","1","male",0.380192535935646,1,"0",0.129994542571456,1
"756","1","female",0.538441250164842,0,"0",0.262526516154067,1
"757","3","male",0.591190821574575,0,"0",0.0157125535690724,0
"758","1","male",0.591190821574575,0,"0",0.0692913853046049,0
"759","2","male",0.0241329289199525,1,"1",0.0507486202230909,0
"760","1","female",0.31425557167348,3,"2",0.513341812256651,1
"761","2","male",0.367005143083212,0,"0",0.0253743101115455,0
"762","2","male",0.327442964525913,0,"0",0.0253743101115455,0
"763","2","male",0.472504285902677,0,"0",0.0253743101115455,1
"764","2","female",0.31425557167348,0,"0",0.0253743101115455,1
"765","2","female",0.525253857312409,0,"0",0.0253743101115455,0
"766","3","female",0.342221990739851,1,"0",0.0314251071381448,1
"767","3","male",0.0373203217723856,1,"1",0.0310347331364287,0
"768","3","male",0.551628643017275,0,"0",0.0169080739493279,0
"769","3","male",0.301068178821047,0,"0",0.0180060008291544,0
"770","1","male",0.613992992098604,0,"0",0.0683154503003147,0
"771","3","male",0.195569036001582,1,"1",0.0141104586660296,0
"772","3","male",0.327442964525913,1,"0",0.0347432861527315,0
"773","3","male",0.375541835425285,0,"0",0.0141022608119935,0
"774","3","male",0.367005143083212,0,"0",0.018542765081514,0
"775","1","female",0.287880785968614,0,"1",0.107352850471923,1
"776","2","female",0.498879071607543,0,"0",0.0253743101115455,0
"777","3","female",0.321465207803557,0,"0",0.0153791741716068,0
"778","3","female",0.321465207803557,0,"0",0.0153791741716068,1
"779","3","male",0.525253857312409,1,"4",0.0544571732393937,0
"780","2","male",0.380192535935646,1,"0",0.0541073981338561,1
"781","3","female",0.591190821574575,0,"1",0.0282127194780231,1
"782","3","male",0.459316893050244,0,"0",0.013760683560492,1
"783","3","male",0.400491562695451,1,"0",0.0302539851329965,0
"784","3","male",0.393379928788079,0,"0",0.014151057562208,0
"785","1","female",0.789001714361071,1,"0",0.146878218145677,0
"786","3","female",0.320335266777241,0,"0",0.0141104586660296,0
"787","3","female",0.328805444965405,0,"0",0.0151269925664983,1
"788","1","female",0.31425557167348,0,"0",0.135264591594623,0
"789","1","male",0.327442964525913,1,"0",0.108214991454713,1
"790","3","male",0.235131214558882,1,"0",0.0126789572017367,0
"791","3","male",0.248318607411315,0,"0",0.0157125535690724,0
"792","1","male",0.287880785968614,0,"0",0.264738570434791,0
"793","3","female",0.0373203217723856,3,"1",0.0411356604308324,0
"794","1","female",0.476263317128103,1,"0",0.16038672010106,0
"795","3","female",0.287880785968614,0,"0",0.014151057562208,0
"796","1","male",0.353817750230779,0,"2",0.412820506814759,0
"797","3","male",0.261506000263748,0,"0",0.00783187840942894,1
"798","3","male",0.248318607411315,0,"0",0.0151757893167128,1
"799","1","female",0.551628643017275,0,"0",0.44409922370226,0
"800","3","female",0.0109455360675195,0,"2",0.0307257521140704,0
"801","3","male",0.419754714492945,0,"0",0.0154685698179998,0
"802","1","female",0.459316893050244,1,"0",0.101497240446182,1
"803","3","male",0.365420768821739,0,"0",0.0154115752137493,1
"804","2","male",0.235131214558882,0,"0",0.143462445630661,1
"805","3","male",0.0109455360675195,5,"2",0.0915427034024217,1
"806","2","female",0.472504285902677,0,"0",0.0253743101115455,0
"807","3","male",0.378989992232016,0,"0",0.0150863936703198,0
"808","2","female",0.221943821706449,0,"0",0.023422440102965,0
"809","1","male",0.472504285902677,1,"2",0.23422440102965,0
"810","3","male",0.274693393116181,0,"0",0.0152163882128912,1
"811","3","male",0.367005143083212,2,"0",0.0154685698179998,0
"812","1","female",0.301068178821047,1,"0",0.221098075221947,0
"813","3","female",0.31425557167348,0,"2",0.032596229143293,0
"814","3","male",0.287880785968614,0,"0",0.0152163882128912,0
"815","3","female",0.406567321640512,0,"0",0.0153303774213923,0
"816","2","male",0.604378214427008,0,"0",0.0507486202230909,0
"817","2","male",0.301068178821047,0,"0",0.0204946350900944,0
"818","2","female",0.367005143083212,0,"0",0.0246911556085423,0
"819","3","male",0.512066464459976,0,"0",0.0154685698179998,0
"820","3","male",0.340630357378346,0,"0",0.0157125535690724,0
"821","3","female",0.274693393116181,1,"0",0.0191771228343026,1
"822","3","male",0.367005143083212,1,"0",0.0309371396359997,1
"823","3","female",0.261506000263748,0,"0",0.0169080739493279,0
"824","2","male",0.446129500197811,1,"0",0.0409892701801888,1
"825","3","male",0.670315178689173,0,"0",0.0151269925664983,0
"826","2","male",0.0373203217723856,1,"1",0.0365975626608829,0
"827","3","male",0.274693393116181,0,"0",0.0151757893167128,0
"828","3","female",0.150842120504178,3,"1",0.049707687947515,1
"829","3","male",0.365420768821739,0,"0",0.0154115752137493,1
"830","3","male",0.386479585037716,0,"0",0.0133865100798471,1
"831","1","female",0.432942107345378,1,"0",0.175668300772238,1
"832","2","male",0.510186030670151,0,"0",0,1
"833","3","male",0.578003428722142,0,"0",0.0154685698179998,0
"834","3","female",0.320273337598666,0,"0",0.0157125535690724,0
"835","2","female",0.446129500197811,1,"1",0.0634357752788637,0
"836","2","female",0.235131214558882,0,"2",0.0253743101115455,1
"837","2","male",0.393379928788079,0,"0",0.0253743101115455,0
"838","3","female",0.129632071739417,0,"2",0.0471376607072172,0
"839","3","male",0.365420768821739,0,"0",0.0154115752137493,1
"840","3","male",0.274693393116181,0,"0",0.015094396337355,1
"841","3","male",0.380192535935646,0,"0",0.0153709763175708,0
"842","3","female",0.367005143083212,1,"1",0.0281069281235581,0
"843","3","male",0.235131214558882,1,"1",0.0394521725484317,1
"844","3","male",0.377865297619986,0,"0",0.014151057562208,0
"845","2","female",0.367005143083212,1,"0",0.0507486202230909,0
"846","2","female",0.248318607411315,0,"0",0.0507486202230909,0
"847","3","male",0.393857669040554,0,"0",0.0151269925664983,0
"848","3","male",0.419754714492945,0,"0",0.0157125535690724,0
"849","1","male",0.367005143083212,0,"0",0.0518221487278102,0
"850","3","female",0.342221990739851,1,"0",0.0314251071381448,1
"851","2","female",0.551628643017275,1,"0",0.0507486202230909,0
"852","3","male",0.221943821706449,0,"0",0.0139070738111355,0
"853","1","male",0.65712778583674,1,"0",0.109109533479645,0
"854","1","female",0.182381643149149,1,"2",0.23422440102965,1
"855","3","female",0.274693393116181,2,"2",0.067095531544952,0
"856","2","female",0.31425557167348,2,"3",0.0365975626608829,1
"857","1","male",0.841751285770803,1,"4",0.513341812256651,1
"858","2","male",0.406567321640512,0,"0",0.0204946350900944,1
"859","2","female",0.591190821574575,1,"1",0.051236587725236,1
"860","3","male",0.261506000263748,0,"0",0.018542765081514,0
"861","3","male",0.327442964525913,1,"0",0.0151757893167128,0
"862","2","female",0.367005143083212,0,"0",0.0253743101115455,0
"863","3","male",0.362870206012261,0,"0",0.0158345454446087,1
"864","1","male",0.0505077146248187,0,"2",0.159776760723379,0
"865","2","female",0.169194250296716,0,"1",0.0380614651673182,0
"866","1","male",0.446129500197811,0,"0",0.0518221487278102,1
"867","3","female",0.0636951074772518,2,"1",0.0375896981862443,1
"868","1","male",0.683502571541606,0,"0",0.0595320352617028,0
"869","2","male",0.472504285902677,1,"2",0.0541643927381067,0
"870","3","male",0.376082637716353,1,"0",0.0389724029003227,1
"871","1","male",0.393379928788079,0,"0",0.0541643927381067,0
"872","1","male",0.643940392984307,1,"0",0.173919815618552,1
"873","3","male",0.366382785742053,0,"0",0.0157125535690724,0
"874","3","male",0.380192535935646,0,"0",0.0154115752137493,0
"875","1","male",0.854938678623236,0,"0",0.0518221487278102,1
"876","1","female",0.487305638603373,1,"0",0.101228858320002,1
"877","2","female",0.65712778583674,0,"0",0.0204946350900944,0
"878","3","male",0.393857669040554,0,"0",0.0151269925664983,0
"879","1","male",0.630753000131874,0,"0",0.0518221487278102,0
"880","3","male",0.446129500197811,0,"0",0.0157125535690724,1
"881","1","male",0.617565607279441,0,"0",0.0751469953303462,1
"882","2","male",0.630753000131874,0,"0",0.0253743101115455,0
"883","3","male",0.366382785742053,0,"0",0.0157125535690724,0
"884","3","male",0.498879071607543,0,"0",0.013760683560492,0
"885","2","male",0.510186030670151,0,"0",0,0
"886","1","male",0.736252142951339,0,"0",0.0518221487278102,0
"887","3","male",0.378989992232016,0,"0",0.0150781958162837,0
"888","3","female",0.00764868785441118,2,"1",0.0375896981862443,1
"889","3","male",0.377865297619986,0,"0",0.014151057562208,0
"890","3","male",0.498879071607543,0,"0",0.0169080739493279,1
"891","2","female",0.432942107345378,1,"2",0.0541643927381067,0
